track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
7tTrHLvNCuOksffYMEp8Rv,Sonia Rivas,Sonia Rivas,No Soy Como Tu,27,184200,False,0.536,0.442,2,-8.649,1,0.0297,0.778,0.0,0.245,0.404,142.009,4,rock-n-roll
3bEkAkaKjxaC7DubsfCo1t,ILLENIUM;Skylar Grey,From The Ashes (with Skylar Grey),From The Ashes (with Skylar Grey),67,253983,False,0.404,0.789,2,-4.516,1,0.0566,0.0243,0.000231,0.226,0.159,154.858,4,house
512rk6iIuzhzOtBGHTUVUS,Armin van Buuren;Blasterjaxx;24h,Hey (I Miss You),Superman,33,204250,False,0.403,0.884,6,-6.25,0,0.126,0.0115,6.92e-05,0.805,0.436,103.501,3,trance
4719B5NlJxy8XxksIE96Fb,Giuseppe Verdi;Sir Colin Davis;London Symphony Orchestra;John Relyea,Verdi: Requiem,Requiem: IX. Confutatis,23,327120,False,0.288,0.0626,1,-25.345,0,0.0524,0.946,0.0014,0.12,0.0971,80.626,4,opera
71QuiEHtO9Wkbf9fS1w8Gl,Enrique Guzman,"Enrique Guzmán, Sus Mejores Éxitos",Lo Sé,35,154746,False,0.716,0.225,7,-17.716,0,0.0535,0.932,0.0353,0.109,0.734,101.014,4,rock-n-roll
0yciGxyHYjntJNmAj0ObzK,Ellie Goulding,Almorzando solo,Lights - Single Version,0,212706,False,0.681,0.802,8,-5.836,0,0.0347,0.0271,0.0496,0.127,0.791,120.053,4,indie
5MmLsa3aGagN0nDZgq1Jwx,Nat King Cole,Rockin' Around The Christmas Tree 2022,Deck The Halls,0,69000,False,0.635,0.393,9,-10.889,1,0.0394,0.652,0.0,0.0845,0.97,107.172,4,jazz
7dbDf1c8CPG61elIUtm4Uf,Enigma,MCMXC a.D.,The Voice & The Snake,42,101066,False,0.204,0.236,0,-27.946,1,0.053,0.908,0.905,0.108,0.101,108.852,5,new-age
0pCDwR5bB1eq0NNCUFvfFD,Armando Pontier,Presentando a Armando Pontier,Tiempos Viejos,21,149586,False,0.74,0.46,4,-6.339,0,0.0508,0.683,2.55e-05,0.102,0.694,120.674,4,tango
6nTynZhI11TUVxnwZxSLTV,Jody Chiang;Hong Ronghong,不想伊,鴛鴦酒杯,26,209266,False,0.543,0.405,0,-11.025,0,0.0348,0.456,8.01e-05,0.183,0.318,93.359,4,mandopop
5LgCOmPZe625kjyaoK1OTP,Boom Buddies,Kaboochi Song,Kaboochi Song,32,111219,False,0.751,0.939,1,-5.407,1,0.0519,0.0448,0.829,0.092,0.336,123.07,4,children
2ij2LJMzAbrc8Z4TL2ANPx,Ewa Konstancja Bułhak,Bambukalambu,Na drogach i bezdrożach,18,120346,False,0.528,0.376,7,-10.669,1,0.066,0.852,9.57e-06,0.219,0.618,81.321,4,disney
34ne8DjjVzC1BoO5CAho0a,Charlotte de Witte,Rave On Time EP,There's No One Left To Trust,42,399425,False,0.784,0.653,1,-11.758,1,0.101,0.0203,0.894,0.106,0.0754,136.005,4,techno
6NLLIPKjqFRnbCorRNTEHe,N.W.A.,N.W.A. Greatest Hits,Express Yourself - Remix,59,261399,True,0.852,0.803,6,-6.929,0,0.264,0.00204,0.0,0.121,0.752,96.2,4,hardcore
4kZLeudqJQAuGQ8Zp1CvA0,Mr. Fingers,Vault Sessions 1,Saspence,5,343670,False,0.671,0.717,4,-13.213,1,0.0439,0.00022,0.918,0.0821,0.609,119.007,4,chicago-house
2kFHjWko1il6O9L3eK9IzG,Leah Nobel,"Beginning Middle End (From The Netflix Film ""To All The Boys: Always and Forever"")","Beginning Middle End - From The Netflix Film ""To All The Boys: Always and Forever""",57,194826,False,0.674,0.676,2,-6.878,1,0.0367,0.43,3.13e-05,0.108,0.919,78.99,4,songwriter
7H5vh25hx6J6qh6KzkSc7Q,Route 94;L Devine;Sleepwalkrs,Sad Songs (feat. L Devine) [Sleepwalkrs Remix],Sad Songs (feat. L Devine) - Sleepwalkrs Remix,26,175177,False,0.726,0.854,7,-5.367,0,0.0306,0.00475,0.0251,0.153,0.409,124.977,4,groove
46tzAJhfSl7teg1aXgg0fR,Chris Thile,How To Grow A Woman From The Ground,The Beekeeper,21,246693,False,0.332,0.384,9,-15.529,1,0.0378,0.958,0.904,0.107,0.316,152.459,4,bluegrass
6FU9JW6Ghz3XbvOzowdfyA,Wasted Glitter,On The Highway,On The Highway,6,118285,False,0.764,0.438,9,-10.689,0,0.0446,0.879,0.925,0.129,0.506,139.937,4,study
19t42cFQvUlhcsEZFJfigU,Danny Olson;Bianca,Waiting,Waiting,34,223333,False,0.278,0.616,0,-6.286,1,0.0439,0.0116,1.4e-06,0.111,0.0732,143.493,4,dubstep
2ib8fuTavdc48X6MjhE4Ft,Falling In Reverse,ZOMBIFIED,ZOMBIFIED,71,218520,True,0.544,0.911,10,-3.681,0,0.0422,0.000141,8.89e-06,0.333,0.558,91.033,4,punk
5HTR0jqCi6ifNWRKd0GWOJ,Krystina Alabado;Emma Hunton;Ben Fankhauser;Katie Thompson,The Mad Ones (Studio Cast Recording),Moving On,20,345927,False,0.539,0.338,10,-7.365,1,0.0542,0.76,0.0,0.0309,0.376,110.857,4,show-tunes
2mzUlG9dHLcSj2FiNvpEud,The Avett Brothers,A Carolina Jubilee,Offering,27,222106,False,0.342,0.442,7,-7.312,1,0.0294,0.24,0.00412,0.107,0.195,88.496,4,bluegrass
0X5mtNbqxbiTYkwj0CQc2f,COIN,Dreamland,Crash My Car,69,188306,False,0.244,0.645,5,-5.863,1,0.0456,0.00178,0.00574,0.301,0.529,183.577,5,indie-pop
1NjZCrkVumebTck0e3e87P,Dritte Wahl,10,Runde um Runde,36,252346,False,0.798,0.711,4,-2.196,0,0.0302,0.0253,0.0,0.283,0.702,119.999,4,ska
5nMTWDeBtWEaeJbejhu7Jp,Stract;Shiloh Dynasty,Distractions,Tell Me Why I'm Waiting,48,160952,True,0.905,0.253,5,-15.416,0,0.331,0.813,0.0138,0.07,0.374,125.945,4,sad
1Qdw8KCUZzWA1dmVznO3GQ,Neyhal,Sukoon,Sukoon,30,237473,False,0.494,0.528,7,-9.484,1,0.0294,0.593,0.000652,0.108,0.607,89.913,4,singer-songwriter
4dAbCuNehX0eahmR3uXhpD,Cerwen,Dotters,Dotters,36,157000,False,0.765,0.327,7,-10.885,1,0.0648,0.98,0.942,0.115,0.56,119.989,4,study
7HBkWVzDkwFHEG2foE3AML,Almafuerte,Ultimando (Cotidiafonos Volumen 1),Ultranza,22,162613,False,0.353,0.903,2,-4.024,1,0.0402,7.8e-05,2.56e-05,0.127,0.834,164.859,4,heavy-metal
3MA4cnvyVK9uYO2PM8tYPj,Mini Pop Kids,Mini Pop Kids 17,Don't Call Me Angel,8,188973,False,0.777,0.685,0,-5.709,0,0.041,0.00808,4.9e-06,0.129,0.192,102.996,4,kids
5OjCsHeByDYEGxMrb1z8KQ,Gojira,From Mars to Sirius,Flying Whales,61,464453,False,0.266,0.925,7,-3.75,0,0.0834,0.000233,0.0379,0.19,0.2,95.438,4,groove
0IiPs8XPYZrLiKnnTtH32F,The Coffinshakers,The Coffinshakers,The Coffinshakers' Theme,22,186560,True,0.56,0.877,9,-6.333,0,0.0475,0.109,0.00129,0.316,0.697,129.885,4,goth
6nTiIhLmQ3FWhvrGafw2zj,Green Day,American Idiot,American Idiot,79,176346,True,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,4,punk
5m5MfbKRYr51hWN2bfpacp,Mabel,JULMYS,Loneliest Time Of Year,0,202693,False,0.517,0.609,7,-5.702,1,0.0291,0.0631,0.0,0.106,0.239,92.093,4,house
5aVJvsNip24FJ35wNgwojS,Fejo,Oorjam,Oorjam,17,155120,False,0.498,0.879,7,-3.627,1,0.188,0.259,1.16e-05,0.373,0.529,87.987,4,malay
1sxh0eqIb8ulYypPuq6ZRu,Ram Sampath,Delhi Belly (Original Motion Picture Soundtrack),"Bhaag D.K. Bose, Aandhi Aayi",58,241304,False,0.66,0.926,11,-3.452,0,0.0296,0.0948,0.0,0.248,0.731,109.997,4,pop-film
3Um4eR83kGkDbFVyAnGdn4,Brainkicker,Barbu Bouffe Moi L'Cul,Barbu Bouffe Moi L'Cul,30,248097,True,0.47,0.878,6,-4.787,0,0.0883,0.0752,0.663,0.348,0.156,180.012,4,hardstyle
5GF0X7GdNmnouKcdhhRmtm,Paulo Londra;Duki,Party en el Barrio (feat. Duki),Party en el Barrio (feat. Duki),83,236143,True,0.527,0.665,10,-7.108,1,0.164,0.0168,1.29e-06,0.324,0.546,135.026,4,latino
7KBOUOBNQG6RVnw6yuJY07,Azhirock,Lucifer : Annihilated,Run Like Hell,0,170513,False,0.649,0.944,11,-5.197,0,0.112,0.0373,0.0,0.338,0.31,110.022,4,iranian
0hp62UwmajmzAjXkMKznhD,P-Square;Don Jazzy,Double Trouble,Collabo,53,223587,False,0.566,0.903,11,-4.576,1,0.0621,0.362,2.53e-05,0.0958,0.905,194.825,3,dancehall
6OU3XgmPw6IqJacZEojmdQ,VNV Nation,Empires,Rubicon,28,380696,False,0.628,0.863,8,-7.723,1,0.0371,0.0168,0.701,0.204,0.532,134.015,4,industrial
21Mo6vOk3k3C4O8djTXky7,Los Tecolines,Serenata con Los Tecolines,Conozco a los dos,21,156160,False,0.627,0.333,0,-6.952,1,0.04,0.93,0.00352,0.123,0.679,103.32,4,guitar
6T6GxQNHaCfGAGH5tjRRFA,Crown The Empire,Emo Christmas 2022,Burn,0,228213,False,0.444,0.843,5,-5.376,0,0.0641,0.0645,2.61e-05,0.135,0.399,153.959,4,metal
3hkC9EHFZNQPXrtl8WPHnX,Alka Yagnik;Arijit Singh,Tamasha,Agar Tum Saath Ho,73,341054,False,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,4,k-pop
6JgjIRRv7uMSEjzzxHTQoh,Harold van Lennep,Liberation,Liberation,61,149088,False,0.628,0.836,3,-7.071,1,0.072,0.702,0.627,0.131,0.372,99.992,4,french
3fvcL2fsYASAAPgq6oU5su,Mastifal,Desde las tinieblas,En las entrañas del apocalipsis,21,281346,False,0.255,0.984,11,-4.121,0,0.129,9.93e-05,0.133,0.391,0.135,104.765,4,heavy-metal
4XTu1iHT5Q8dDfiIXgUXLD,Zarastruta;Jean Tassy;Patricio Sid;Don,Nômade VII,Nômade VII,48,206451,True,0.813,0.424,1,-11.035,0,0.375,0.816,0.0,0.081,0.546,92.972,4,brazil
1xXOW0a4HI0GG1uN8WbtLd,Bount,Moonlight,Moonlight,37,192050,True,0.662,0.54,1,-14.678,1,0.17,0.379,0.0,0.0914,0.481,160.011,4,german
4l2fpkIEUWv7G9DNp9M2nr,Bailey Rushlow,You're Still The One (Acoustic),You're Still The One - Acoustic,53,161306,False,0.605,0.168,2,-11.388,1,0.0496,0.887,0.0,0.12,0.398,119.836,4,acoustic
6YPCSiUNUJqxMIC8ppj7dV,Khontkar,Trap Kont 2.5,Hepsi Geçecek,41,194790,True,0.827,0.57,8,-7.595,1,0.0911,0.0943,0.0,0.123,0.167,138.016,4,turkish
3Hb9kUdm4yf839Fle4RIdT,MC L da Vinte;MC Gury,Parado no Bailão,Parado no Bailão,69,171692,False,0.828,0.599,11,-1.624,1,0.149,0.381,0.0,0.0775,0.478,86.533,5,funk
6UcRsWC5XcXNn2Nhhv9tYz,Justnormal,Love Letters,Another Holiday,13,139058,False,0.768,0.405,9,-9.068,0,0.0716,0.607,0.857,0.0917,0.22,170.039,4,study
5Fe4Z8NKXFeZCttRlKpQWb,Granular,Brown Noise DLX,Brown Noise 198 LPF Q Boost,39,169478,False,0.289,0.581,5,-33.108,0,0.0554,0.948,0.651,0.112,0.0372,137.651,1,sleep
0crqO7ly9GOYS74r7d8I9l,Capitalist Casualties,Split,Corporate Retreat,14,82173,False,0.405,0.89,8,-5.334,1,0.0569,8.45e-06,0.924,0.277,0.631,99.888,4,grindcore
3fE4iICSl7VJWgzlwov8LQ,The Prophet,The Hardcore Archive Part 3 (1997),Believe The Innocence - Original Mix,0,184941,False,0.427,0.917,11,-4.34,0,0.258,0.134,0.489,0.183,0.345,170.051,4,happy
54Vyt2gufmJpaFNOmKP6Jo,Gareth Emery;Annabel,Breathe,Breathe,50,197561,False,0.507,0.513,6,-10.323,1,0.0312,0.0935,0.0932,0.0981,0.216,130.043,4,trance
381QvfbZrlhwjKA7fzQkxf,Stupeflip;Hélène,Stup Religion,Le cartable,38,251773,False,0.54,0.54,0,-7.234,0,0.028,0.0984,0.00325,0.186,0.418,145.992,4,french
7zybSU9tFO9HNlwmGF7stc,Stereoclip,Echoes,Sunset Drive,54,234300,False,0.649,0.834,10,-11.43,0,0.0397,0.268,0.932,0.0974,0.15,125.004,4,electronic
3uoE6QPoz8iURknH4PR3IB,Koo Koo Kanga Roo;Mega Ran,Slow Clap,Sneakin' Downstairs,16,221839,False,0.87,0.913,11,-5.997,0,0.197,0.19,2.9e-05,0.0877,0.898,105.991,4,kids
3qOTlNs5GLNeyEBNhX86Qs,Upon A Burning Body,Straight From The Barrio,The Outcast,26,231959,True,0.507,0.928,2,-4.678,1,0.083,2.51e-05,0.00414,0.155,0.272,103.511,4,metalcore
56mxhM5SD4CIO7MsFlpVlf,Quinteto Negro La Boca,Tango Contaminado,Maradoneando,16,157210,False,0.563,0.369,7,-10.736,1,0.0812,0.747,0.0,0.26,0.848,118.165,4,tango
6n6mfBaRbEDqXZltgsbyTq,吳青峰;Yoed Nir,馬拉美的星期二,(......當幽靈失靈)(feat. Yoed Nir),40,245632,False,0.456,0.447,10,-11.885,0,0.0316,0.497,0.00112,0.122,0.231,79.845,4,mandopop
5w7iYWCPAuf9CYfD9LkGJH,Africania,Ori,Oxalá Babá,26,193893,False,0.893,0.671,11,-8.777,1,0.0619,0.646,0.2,0.117,0.933,99.998,4,afrobeat
2LQU8M7e2SiI9lD172yvCU,Enrique Guzman,Idolos del Rock de los 60's: Enrique Guzman,Con y por Amor,34,203258,False,0.324,0.531,10,-8.954,1,0.0349,0.566,0.0,0.668,0.433,93.092,4,rock-n-roll
73kadnv7SduzhApfRUv5C0,Tove Lo,BLUE LIPS (lady wood phase II),hey you got drugs?,50,258032,True,0.625,0.706,9,-4.604,1,0.0326,0.301,0.0,0.0735,0.273,123.019,4,synth-pop
4oCT3q3UTCA36cA11hW9rV,Соня Тимофеева,Цыганские народные песни,Кумушка,0,199758,False,0.421,0.339,0,-15.922,0,0.057,0.882,0.0436,0.334,0.495,111.275,4,romance
3YuGN3KB1ThbXssueLCuJt,Kyoko Koizumi,快盗ルビイ,快盗ルビイ,25,248183,False,0.513,0.507,4,-12.415,1,0.0315,0.417,4.36e-06,0.367,0.584,117.751,4,techno
3MqHjZVMUGJ8qSsqhi4P0N,Elephant Man;Arif Cooper,Arif Cooper Presents: Up & Live Riddim (2022 Remastered),Pum Pum Pum (2022 Remastered),0,188253,True,0.477,0.917,3,-3.027,0,0.22,0.12,0.0,0.118,0.73,88.071,3,j-dance
486g72QDzHf2SVpUNy3mdz,Felipe Vilela,Orgânico (Ao Vivo),De Novo - Ao Vivo,26,214227,False,0.704,0.516,8,-9.804,1,0.0835,0.551,0.0,0.281,0.806,168.008,4,groove
4T4cyYxlYN22sQ50RRWT9i,6t6;Marksman;Silk Boss;1Biggs Don;Big Smoak,Dem Nuh Loyal,Dem Nuh Loyal,33,194208,False,0.71,0.453,0,-14.977,1,0.861,0.594,0.0,0.265,0.632,176.48,4,dancehall
3U1sSlezn9BdzqsEx4VfHT,MC 張天賦,小心地滑,小心地滑,59,239340,False,0.653,0.811,2,-5.68,0,0.0363,0.262,0.0,0.1,0.404,115.515,3,cantopop
6zJAzZMNvLW3M6JHuqhtdu,Omar S,Aint No Real Pimps Anymore,Ain't No Real Pimp's Any'mo,5,261828,False,0.584,0.528,11,-11.471,0,0.147,0.000248,0.026,0.0755,0.344,80.573,4,detroit-techno
4dZg42I2oAMIa86UNeqZhp,NJ,"JUNGLE SPEAKS, Vol. 1",Bobby & Sulaiman,21,203294,False,0.802,0.629,10,-10.413,0,0.265,0.103,0.0,0.0847,0.899,85.035,4,malay
0zPpiicGF0IaHJRxa0u3yh,Krewella;Skan,Alibi & Runaway (Remixes),Runaway (SKAN Remix),27,172149,False,0.618,0.882,11,-4.673,0,0.0414,0.0521,0.0,0.165,0.388,106.995,4,dubstep
6OBXfbbmE0enkSn1wmbqlX,Medulla;Martin,Deus e o Átomo,Abraço,39,217638,False,0.581,0.524,11,-9.023,0,0.0451,0.244,0.0914,0.222,0.215,120.3,4,hardcore
5aNAawi2jFEe0qGPJSogRp,Karan Aujla,Way Ahead,They Know,63,144428,False,0.753,0.72,4,-7.686,0,0.232,0.063,0.0,0.237,0.613,140.125,4,hip-hop
1G0MQtwUMcHju6dqMa6KYm,Pink Sweat$,rainy day indie,Nothing Feels Better,0,157779,False,0.769,0.395,2,-7.71,1,0.0287,0.285,0.0,0.0776,0.558,81.485,4,chill
6ZRwn9JqdtRQyrHT0tKIgy,Boris Brejcha,Never Stop Dancing,Himmelblau,44,493440,False,0.729,0.66,7,-10.518,1,0.0486,0.0019,0.901,0.112,0.202,125.005,4,minimal-techno
6flksSGb0Z9WZYXzaRIQaM,Oscar Hollis,Windowsills & Green Falls,Windowsills,48,155454,False,0.737,0.161,5,-18.395,1,0.11,0.909,0.941,0.121,0.169,87.981,4,study
3gNh6lrIMFfIUyTSyvSiJg,William Luna,Como Si No Supiera,La Rotonda,27,159786,False,0.457,0.482,4,-9.34,0,0.0401,0.451,8.99e-06,0.125,0.742,80.56,4,guitar
7ef4DlsgrMEH11cDZd32M6,Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),89,214846,False,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4,electro
7efeim37m5pprC4BNHyet1,James Hype;Miggy Dela Rosa,Beats Electro Mood,Ferrari,0,186661,False,0.847,0.69,1,-7.877,0,0.0493,0.0127,6e-05,0.0526,0.692,125.004,4,deep-house
4Jv7lweGIUOFQ7Oq2AtAh9,Lykke Li;The Magician,I Follow Rivers (The Magician Remix),I Follow Rivers - The Magician Remix,72,280069,False,0.786,0.696,9,-5.796,0,0.0428,0.0234,0.0019,0.0839,0.306,121.974,4,swedish
2lBN9Qv3viRylBqEXMLip1,J Balvin;Maria Becerra,Homecoming Latin Party,Qué Más Pues?,0,217361,False,0.904,0.817,8,-3.956,1,0.0871,0.0254,0.000141,0.232,0.753,101.988,4,latin
21KMRkNwCYBsigyFvBsZWk,Little Symphony,Serenity,Owharoa,26,99047,False,0.104,0.316,0,-23.74,1,0.0642,0.838,0.798,0.604,0.307,79.953,1,ambient
7jBfhA6e93EKL1BaoghORb,Lidia Borda;Brian Chambouleyron;Esteban Morgado;Damian Bolotin;Walter Castro;Mono Hurtado,Patio De Tango,Trenzas,18,270791,False,0.499,0.191,4,-11.283,0,0.0759,0.601,0.0,0.124,0.22,88.373,3,tango
5gYCs6kj9HSy0kvo6EX2yU,Pj Panda;ML3V LLC,Pj Panda's New Nursery Rhymes Collection,London Bridges Is Falling Down (Trap Remix),12,91500,False,0.823,0.602,0,-7.601,1,0.312,0.0263,6.26e-05,0.114,0.252,155.965,3,kids
6SbLvxG1S5LKhbE3yaNSKi,Shirley Carvalhaes,Harpa Cristã,"Em Fervente Oração, 577",41,308200,False,0.32,0.349,0,-7.345,1,0.0277,0.732,0.000129,0.0979,0.109,78.341,3,gospel
53xnBJEIk3ofmNbKQ6mMxe,Nacho;Yandel;Bad Bunny;Mambo Kingz;DJ Luian,Perreo Tenebroso Vol. 3,Báilame - Remix,0,217080,False,0.791,0.866,6,-4.236,1,0.0496,0.248,5.29e-06,0.0696,0.71,96.013,4,latino
0vo0EYt5TGEoaugzQIVa5p,Alan Menken,Aladdin (Hindi Original Motion Picture Soundtrack),Harvest Dance,11,146416,False,0.491,0.45,10,-11.174,1,0.0458,0.0939,0.0449,0.0567,0.282,106.932,4,disney
23gBGYYQcA8ivnVDj2eZxD,Pina Colada Blues;Anumita Nadesan,Tera Nishaan,Tera Nishaan,58,167000,False,0.567,0.573,3,-8.465,1,0.0502,0.684,0.444,0.108,0.21,120.014,4,malay
5HAjss9faCAowGY8dM24r6,Pink Floyd,The Wall,Is There Anybody Out There?,55,161595,False,0.307,0.0742,9,-27.159,0,0.0359,0.72,0.315,0.11,0.0394,118.682,4,psych-rock
0HWFz9sKXuXlIZgVUvOKPU,Daniel Deluxe,Exile,Territory,41,202494,False,0.619,0.649,6,-9.68,1,0.0414,0.01,0.916,0.535,0.298,80.886,4,club
6v712JjelPt8DeJRQqLN1V,Smyang Piano,"Piano Collection, Vol. 11",Life Goes On,36,238232,False,0.38,0.0751,1,-22.998,1,0.0452,0.992,0.933,0.106,0.115,150.796,4,piano
0adVktNVJXPZfhQe6B1NO5,KT Tunstall,sadsadchristmas,Lonely This Christmas,0,257493,False,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4,acoustic
2WZyfujzMweFLnozyUJBkW,Augustana,All The Stars and Boulevards,Boston,63,245933,False,0.404,0.571,0,-5.069,1,0.0303,0.182,2.08e-05,0.129,0.29,147.01,4,acoustic
7m92DSUZMktDDqJjhZk4dn,Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute,"Baby Sleep Music: Soothing Baby Lullaby Music For Babies, Sleep Aid and Sleeping Music",Background Piano,35,136021,False,0.188,0.00269,7,-35.534,1,0.0379,0.995,0.95,0.0834,0.0347,77.668,3,sleep
1Ng0bn6LYZC80x8zEmSUDi,Helker,Alma de Fuego,Solo Tú,29,316333,False,0.515,0.873,5,-3.76,0,0.038,7.54e-05,0.0,0.538,0.476,119.988,4,spanish
0XMQuzgUJu7AjruBHzTg4Z,for KING & COUNTRY;Echosmith;Timbaland,God Only Knows (Timbaland Remix),God Only Knows (Timbaland Remix),48,215020,False,0.7,0.487,11,-5.437,0,0.0486,0.208,0.0,0.11,0.363,143.964,4,world-music
5ZaKWYtQTpOyRogPpE5Tyj,Ikimonogakari,BAKU,BAKU,49,227213,False,0.64,0.939,1,-3.368,0,0.0421,0.068,0.0,0.0762,0.756,113.985,4,j-pop
3uVCGFrljwSIhWhQDtcTNK,Soda Stereo,Ruido Blanco (Remastered),Signos - Remasterizado 2007,35,380373,False,0.584,0.858,7,-7.173,1,0.035,0.211,0.0396,0.71,0.163,125.864,4,punk-rock
4FSPVh8N8QSPWLKaxoCH61,The Dollyrots,I Know How to Party,I Know How to Party,23,170853,False,0.541,0.854,1,-5.237,1,0.0454,0.00186,7.31e-06,0.371,0.899,158.073,4,power-pop
3T0oPETOdddxJ2xTt2qJe4,Arjun Kanungo;Momina Mustehsan,Aaya Na Tu,Aaya Na Tu,70,210000,False,0.665,0.539,11,-7.213,0,0.0474,0.825,5.85e-06,0.121,0.368,110.101,4,pop
1XyYs3w2qNU7TFyPxBYgVt,PornoGraffitti,PORNOGRAFFITTI 15th Anniversary “ALL TIME SINGLES”,瞬く星の下で,35,229106,False,0.584,0.965,2,-3.979,1,0.0802,0.0537,0.0,0.331,0.564,134.944,4,j-pop
0BUuuEvNa5T4lMaewyiudB,Jason Mraz,Coffee Moment,93 Million Miles,0,216386,False,0.572,0.454,3,-10.286,1,0.0258,0.477,1.37e-05,0.0974,0.515,140.182,4,rock
4ZRs2BzVlK54h1GyZO799I,Paolo Nutini,Human - Best Adult Pop Tunes,Numpty,0,234066,True,0.839,0.441,6,-9.024,1,0.0499,0.727,9.86e-06,0.11,0.897,123.007,4,singer-songwriter
5drBLK41GUnnWt32JPlexx,KSHMR;Bassjackers;Sirah,Memories (feat. Sirah) [Radio Edit],Memories (feat. Sirah) - Radio Edit,51,185639,False,0.519,0.731,8,-5.009,0,0.0504,0.0359,1.33e-05,0.784,0.301,128.066,4,progressive-house
5J8MYIQP2xH4PZqAaZ70DM,Kevin Saunderson;e-Dancer,Heavenly Revisited EP2,The Human Bond,5,203552,False,0.718,0.952,1,-6.213,1,0.0593,0.0571,0.882,0.0708,0.891,125.008,4,detroit-techno
0mW4qfi2vus7qErr9jAeFJ,BaianaSystem,Duas Cidades,Duas Cidades,44,226040,False,0.789,0.899,6,-6.363,1,0.138,0.125,0.0,0.103,0.847,97.999,4,r-n-b
6TJKeZfK28dQpacagWc5i1,Los Master's,14 Impactos Bailables con Los Master's,Ole con Ole,31,208693,False,0.715,0.471,4,-15.282,0,0.0587,0.35,0.0062,0.103,0.966,125.215,4,salsa
0mW4qfi2vus7qErr9jAeFJ,BaianaSystem,Duas Cidades,Duas Cidades,44,226040,False,0.789,0.899,6,-6.363,1,0.138,0.125,0.0,0.103,0.847,97.999,4,samba
2pLGsPKNR52B42vkKEC9tB,Icona Pop,Happy Commute,The City We Call Home,0,171306,False,0.588,0.606,2,-6.46,1,0.102,0.00786,7.33e-06,0.0679,0.536,155.067,4,swedish
2Ns9vtFyKhGoI0vCFLHQOR,Los Enanitos Verdes,Triste Hora,Eterna Soledad,1,174160,False,0.558,0.403,0,-8.968,1,0.0245,0.328,0.0,0.171,0.148,81.661,4,ska
1gwFfM7p668czVJkGJrQNe,John Lunn;Johannes Bornlöf,Refreshing Piano,"Downton Abbey Suite (From ""Downton Abbey"")",0,207882,False,0.416,0.0857,9,-23.241,0,0.0328,0.989,0.889,0.0943,0.135,170.103,3,british
